epoch,accuracy,epoch_duration,loss,total_time,val_accuracy,val_loss
0,0.8184253573417664,24.265241384506226,2.7400641441345215,24.34023118019104,0.8308347463607788,1.3162914514541626
1,0.8295707106590271,16.16652011871338,1.2418084144592285,40.53350377082825,0.8414055705070496,1.1122077703475952
2,0.8463960289955139,13.65613579750061,1.0296202898025513,54.20022439956665,0.8673137426376343,0.9730824828147888
3,0.8784829378128052,14.416110754013062,0.8331458568572998,68.63590955734253,0.8955666422843933,0.8747203946113586
4,0.9014385342597961,13.967616081237793,0.6782802939414978,82.6293556690216,0.9115189909934998,0.817873477935791
5,0.915554404258728,13.542565107345581,0.5653600096702576,96.1835126876831,0.9209750890731812,0.8219761848449707
6,0.9245367050170898,13.516482591629028,0.4918150007724762,109.71725416183472,0.9271317720413208,0.8486558198928833
7,0.9313479065895081,13.52530026435852,0.4382646083831787,123.2676043510437,0.9315971732139587,0.8808612823486328
8,0.9370695948600769,13.152235984802246,0.39382365345954895,136.44601154327393,0.9359920620918274,0.8943381905555725
9,0.9424756169319153,12.444342136383057,0.3551088869571686,148.91783332824707,0.9389006495475769,0.9378435015678406
10,0.9462601542472839,13.507348537445068,0.3242567777633667,162.4361388683319,0.9415978193283081,0.9937043786048889
11,0.9498059749603271,13.28597617149353,0.2962563633918762,175.73235988616943,0.9435197710990906,1.0065436363220215
12,0.9521148204803467,12.780991315841675,0.27303582429885864,188.51913452148438,0.9454097151756287,1.040016531944275
13,0.9550774097442627,13.319112539291382,0.24979709088802338,201.84822344779968,0.9463386535644531,1.0731397867202759
14,0.9573990702629089,12.727945327758789,0.23045572638511658,214.58144974708557,0.9478890299797058,1.1218901872634888
15,0.9589853286743164,12.920167922973633,0.21514786779880524,227.51108837127686,0.948279857635498,1.0987087488174438
16,0.9603488445281982,12.764152526855469,0.20302365720272064,240.28269958496094,0.9500095844268799,1.1775120496749878
17,0.9632152915000916,12.489717960357666,0.18438179790973663,252.77828431129456,0.9503491520881653,1.1752984523773193
18,0.9648704528808594,13.059369802474976,0.1715005487203598,265.84561800956726,0.9514318704605103,1.1951133012771606
19,0.9658125638961792,11.958517789840698,0.16255438327789307,277.81196570396423,0.9508937001228333,1.2440253496170044
20,0.9662531614303589,12.961904048919678,0.1560855209827423,290.78107833862305,0.9517842531204224,1.2987698316574097
21,0.9687414765357971,12.860177993774414,0.14284859597682953,303.64950132369995,0.9535780549049377,1.3452988862991333
22,0.9707987904548645,12.411183595657349,0.13184280693531036,316.08375096321106,0.954334020614624,1.3178207874298096
23,0.9715983271598816,12.816492557525635,0.1254509538412094,328.91162514686584,0.9536164999008179,1.4252629280090332
24,0.9701178073883057,11.691383361816406,0.12954606115818024,340.61045265197754,0.9534050822257996,1.391632318496704
25,0.9737421274185181,12.823023557662964,0.11334787309169769,353.43918323516846,0.9555256366729736,1.4200516939163208
26,0.9759148359298706,12.152534484863281,0.10341154038906097,365.5974004268646,0.9562816619873047,1.4506038427352905
27,0.9766790866851807,11.93256950378418,0.09831424057483673,377.5389893054962,0.9556986093521118,1.4984757900238037
28,0.9769755005836487,12.48486590385437,0.0960887148976326,390.0320692062378,0.9549426436424255,1.5582523345947266
29,0.9747772216796875,11.990566968917847,0.10395985096693039,402.02871108055115,0.9503939747810364,1.565147042274475
30,0.9759933352470398,12.780800104141235,0.0963287279009819,414.8161287307739,0.9557626843452454,1.4807652235031128
31,0.9789286851882935,12.632590532302856,0.0848955288529396,427.45368576049805,0.9565379023551941,1.5506587028503418
32,0.9801143407821655,13.153278589248657,0.08076761662960052,440.6120970249176,0.9568710327148438,1.6237781047821045
33,0.9812166690826416,11.964345216751099,0.07500359416007996,452.5822284221649,0.9564610123634338,1.6067168712615967
34,0.9817374348640442,12.920045614242554,0.07336537539958954,465.5071630477905,0.9570824503898621,1.6674859523773193
35,0.9823222756385803,12.446351528167725,0.06941904127597809,477.9726631641388,0.9570119976997375,1.6490416526794434
36,0.9825161099433899,11.74104928970337,0.06856722384691238,489.71914529800415,0.9568390250205994,1.7252639532089233
37,0.9822981953620911,11.737802028656006,0.06870795041322708,501.4633047580719,0.9556089639663696,1.7795323133468628
38,0.9818592071533203,11.727185487747192,0.06997411698102951,513.1974532604218,0.9559805393218994,1.7143827676773071
39,0.9832627773284912,12.53943133354187,0.06451690196990967,525.7429695129395,0.9560381770133972,1.7238795757293701
0,0.8079802393913269,25.338904857635498,2.846067428588867,25.7968327999115,0.8308027386665344,1.3055788278579712
1,0.8302356004714966,16.371805906295776,1.2235556840896606,42.18866682052612,0.8431417942047119,1.0802463293075562
2,0.8503936529159546,15.04899287223816,1.0035144090652466,57.24285125732422,0.8733102679252625,0.9358733296394348
3,0.8871655464172363,13.680979251861572,0.7767755389213562,70.92888450622559,0.9041706919670105,0.8009781837463379
4,0.9084323644638062,13.454875707626343,0.6210524439811707,84.3892982006073,0.916881263256073,0.7696413397789001
5,0.9205759167671204,12.992392301559448,0.5289844274520874,97.3889229297638,0.9249727725982666,0.7653848528862
6,0.9297857284545898,12.716551542282104,0.46009451150894165,110.1149628162384,0.9321865439414978,0.7823526263237
7,0.9380789995193481,13.046809911727905,0.4005027413368225,123.16722130775452,0.9378691911697388,0.8052605390548706
8,0.9439801573753357,12.672461032867432,0.3531711995601654,135.84870839118958,0.9412966966629028,0.829218327999115
9,0.9480771422386169,13.284115552902222,0.3176998794078827,149.1406226158142,0.9430136680603027,0.886808454990387
10,0.9508121609687805,13.299977540969849,0.2904201149940491,162.4500687122345,0.944628119468689,0.9428622722625732
11,0.9541064500808716,13.115440130233765,0.26453009247779846,175.5746877193451,0.9467166662216187,0.9748501181602478
